
 num     #instances         #bytes  class name
 459:            19            760  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap$Key
 460:            31            744  java.util.jar.Manifest
 461:            31            744  java.util.regex.Pattern$Ctype
 462:            23            736  java.util.RegularEnumSet$EnumSetIterator
 463:            23            736  sun.management.DiagnosticCommandImpl$Wrapper
 464:            13            728  sun.util.calendar.ZoneInfo
 465:            45            720  com.sun.proxy.$Proxy0
 466:            15            720  java.lang.management.PlatformComponent
 467:            45            720  java.util.regex.Pattern$BranchConn
 468:            10            720  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader
 469:            10            720  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper
 470:            13            712  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State;
 471:            44            704  com.sun.proxy.$Proxy5
 472:            11            704  java.text.DecimalFormatSymbols
 473:            22            704  java.util.LinkedList$ListItr
 474:            22            704  java.util.StringJoiner
 475:            22            704  org.springframework.beans.factory.support.ConstructorResolver$ArgumentsHolder
 476:            44            704  sun.reflect.BootstrapConstructorAccessorImpl
 477:            29            696  [Ljdk.xml.internal.JdkXmlFeatures$XmlFeature;
 478:            29            696  java.util.regex.Pattern$Ques
 479:            29            696  org.springframework.format.support.FormattingConversionService$ParserConverter
 480:            43            688  java.util.HashMap$EntrySet
 481:             7            680  [D
 482:            17            680  sun.misc.ProxyGenerator$ProxyMethod
 483:            17            680  sun.rmi.transport.WeakRef
 484:            14            672  com.fasterxml.jackson.databind.type.SimpleType
 485:            28            672  java.net.URLClassLoader$2
 486:            28            672  java.security.Provider$UString
 487:            21            672  java.util.Locale
 488:            42            672  java.util.Optional
 489:            21            672  java.util.PropertyPermission
 490:            12            672  java.util.stream.ReferencePipeline$Head
 491:            14            672  jdk.internal.org.objectweb.asm.Frame
 492:            28            672  org.apache.tomcat.util.res.StringManager
 493:            42            672  org.springframework.expression.common.LiteralExpression
 494:            42            672  sun.reflect.generics.tree.TypeVariableSignature
 495:            21            672  sun.util.locale.BaseLocale
 496:            41            656  com.sun.proxy.$Proxy6
 497:            27            648  org.springframework.boot.context.properties.source.DefaultPropertyMapper$LastMapping
 498:            40            640  com.sun.proxy.$Proxy15
 499:            16            640  sun.misc.URLClassPath$1
 500:             7            624  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry;
 501:             3            624  [Ljava.lang.invoke.LambdaForm;
 502:            39            624  com.sun.proxy.$Proxy23
 503:            26            624  java.util.concurrent.atomic.AtomicLong
 504:            38            608  java.io.ObjectInputStream$ValidationList
 505:            25            600  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
 506:            15            592  [Ljava.lang.invoke.LambdaForm$BasicType;
 507:            24            576  com.sun.jmx.mbeanserver.NamedObject
 508:            24            576  java.io.SerialCallbackContext
 509:            24            576  java.time.Duration
 510:            24            576  java.util.concurrent.locks.ReentrantReadWriteLock
 511:            18            576  javax.management.MBeanParameterInfo
 512:            24            576  sun.reflect.ByteVectorImpl
 513:            12            576  sun.util.locale.provider.LocaleResources$ResourceReference
 514:            24            560  [Ljavax.management.MBeanParameterInfo;
 515:            14            560  com.sun.jmx.mbeanserver.PerInterface
 516:            14            560  java.io.ObjectStreamClass$FieldReflector
 517:            14            560  java.util.EnumMap
 518:            14            560  javax.management.openmbean.SimpleType
 519:            10            560  javax.management.remote.JMXConnectionNotification
 520:            14            560  org.springframework.beans.propertyeditors.CustomNumberEditor
 521:            10            560  sun.invoke.util.Wrapper
 522:            14            560  sun.rmi.transport.tcp.TCPEndpoint
 523:            23            552  [Lsun.management.DiagnosticCommandArgumentInfo;
 524:            23            552  java.io.ByteArrayOutputStream
 525:            23            552  org.yaml.snakeyaml.tokens.Token$ID
 526:            17            544  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty
 527:            34            544  org.springframework.boot.context.properties.source.SpringConfigurationPropertySources$$Lambda$36/2012846597
 528:             1            544  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext
 529:            17            544  sun.misc.ProxyGenerator$FieldInfo
 530:             1            528  [Ljava.lang.Character;
 531:            22            528  java.util.AbstractMap$SimpleImmutableEntry
 532:            11            528  org.apache.catalina.util.Extension
 533:            33            528  sun.rmi.server.MarshalOutputStream$1
 534:            13            520  ch.qos.logback.core.status.InfoStatus
 535:            16            512  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
 536:            16            512  java.time.temporal.ChronoUnit
 537:            21            504  java.util.Locale$LocaleKey
 538:             9            504  javax.management.openmbean.CompositeType
 539:             9            504  javax.management.openmbean.OpenMBeanParameterInfoSupport
 540:            21            504  org.springframework.beans.factory.config.BeanDefinitionHolder
 541:            21            496  [Lorg.springframework.web.bind.annotation.RequestMethod;
 542:             2            496  org.apache.catalina.core.StandardWrapper
 543:            30            480  [Lorg.apache.commons.logging.Log;
 544:            15            480  com.fasterxml.jackson.core.JsonParser$Feature
 545:            20            480  com.fasterxml.jackson.databind.util.LRUMap
 546:            12            480  org.springframework.core.SerializableTypeWrapper$MethodInvokeTypeProvider
 547:            12            480  sun.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl
 548:             6            456  [Lsun.invoke.util.Wrapper;
 549:             7            448  java.lang.invoke.InvokerBytecodeGenerator
 550:             7            448  java.nio.DirectByteBuffer
 551:             7            448  java.text.SimpleDateFormat
 552:             7            448  java.util.stream.ReferencePipeline$3
 553:            28            448  jdk.xml.internal.SecuritySupport$1
 554:             4            448  sun.nio.ch.SocketChannelImpl
 555:             6            432  com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl
 556:            18            432  java.text.DateFormat$Field
 557:            18            432  java.util.concurrent.ConcurrentHashMap$KeySetView
 558:             6            432  org.springframework.web.method.HandlerMethod$HandlerMethodParameter
 559:            18            432  sun.misc.MetaIndex
 560:            18            432  sun.nio.ch.SocketOptionRegistry$RegistryKey
 561:            25            416  [Lorg.springframework.core.annotation.MergedAnnotation$Adapt;
 562:            26            416  java.util.TreeMap$KeySet
 563:            26            416  org.springframework.core.SerializableTypeWrapper$TypeProxyInvocationHandler
 564:            17            408  java.lang.invoke.InnerClassLambdaMetafactory$1
 565:            17            408  java.lang.invoke.Invokers
 566:            17            408  java.lang.management.ManagementPermission
 567:            17            408  java.net.InetSocketAddress$InetSocketAddressHolder
 568:            17            408  org.springframework.boot.ansi.AnsiColor
 569:            17            408  org.springframework.boot.context.properties.PropertyMapper$CachingSupplier
 570:             8            400  [Lcom.fasterxml.jackson.databind.MapperFeature;
